repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years,is_complete_addition
Arize-ai/openinference,typescript,63fd72d48613346a4da36170c2a8892659eb6dfc,js/packages/openinference-instrumentation-mcp/test/mcp.test.ts,<anonymous>_28,before_all,29,48,18,,0,per_class,1,1,0,3,0,1,https://github.com/Arize-ai/openinference/blob/63fd72d48613346a4da36170c2a8892659eb6dfc/js/packages/openinference-instrumentation-mcp/test/mcp.test.ts#L29-L48,human,human,feat,"beforeAll(async () => {
    collector = await startCollector(telemetry);
    otlpEndpoint = `http://localhost:${(collector.address() as AddressInfo).port}`;
    const exporter = new OTLPTraceExporter({
      url: `${otlpEndpoint}/v1/traces`,
    });
    tracerProvider = new NodeTracerProvider({
      spanProcessors: [new BatchSpanProcessor(exporter)],
    });
    tracerProvider.register();
    tracer = tracerProvider.getTracer(""mcp-test-client"");

    instrumentation.setTracerProvider(tracerProvider);
    instrumentation.enable();

    instrumentation.manuallyInstrument({
      clientModule: MCPClientModule,
      serverModule: MCPServerModule,
    });
  })",2025-04-19,1.3114305270362765,1
Arize-ai/openinference,typescript,63fd72d48613346a4da36170c2a8892659eb6dfc,js/packages/openinference-instrumentation-mcp/test/mcp.test.ts,<anonymous>_49,after_all,50,63,13,,0,per_class,2,2,0,1,0,0,https://github.com/Arize-ai/openinference/blob/63fd72d48613346a4da36170c2a8892659eb6dfc/js/packages/openinference-instrumentation-mcp/test/mcp.test.ts#L50-L63,human,human,feat,"afterAll(async () => {
    instrumentation.disable();
    await tracerProvider.shutdown();

    await new Promise<void>((resolve, reject) => {
      collector.close((err) => {
        if (err) {
          reject(err);
        } else {
          resolve();
        }
      });
    });
  })",2025-04-19,1.3114305270362765,1
Arize-ai/openinference,typescript,63fd72d48613346a4da36170c2a8892659eb6dfc,js/packages/openinference-instrumentation-mcp/test/mcp.test.ts,<anonymous>_64,before_each,65,67,3,,0,per_test,1,1,0,0,0,0,https://github.com/Arize-ai/openinference/blob/63fd72d48613346a4da36170c2a8892659eb6dfc/js/packages/openinference-instrumentation-mcp/test/mcp.test.ts#L65-L67,human,human,feat,"beforeEach(() => {
    telemetry.clear();
  })",2025-04-19,1.3114305270362765,1
Arize-ai/openinference,typescript,5207debc222937aa1a1bae96b69f043cba3c6c13,js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts,<anonymous>_55,before_all,56,61,6,,0,per_class,1,1,0,1,0,1,https://github.com/Arize-ai/openinference/blob/5207debc222937aa1a1bae96b69f043cba3c6c13/js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts#L56-L61,human,human,feat,"beforeAll(() => {
    instrumentation.enable();
    openai = new OpenAI({
      apiKey: ""fake-api-key"",
    });
  })",2025-04-18,1.3086926762491444,1
Arize-ai/openinference,typescript,5207debc222937aa1a1bae96b69f043cba3c6c13,js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts,<anonymous>_61,after_all,62,64,3,,0,per_class,1,1,0,0,0,0,https://github.com/Arize-ai/openinference/blob/5207debc222937aa1a1bae96b69f043cba3c6c13/js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts#L62-L64,human,human,feat,"afterAll(() => {
    instrumentation.disable();
  })",2025-04-18,1.3086926762491444,1
Arize-ai/openinference,typescript,5207debc222937aa1a1bae96b69f043cba3c6c13,js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts,<anonymous>_64,before_each,65,67,3,,0,per_test,1,1,0,0,0,1,https://github.com/Arize-ai/openinference/blob/5207debc222937aa1a1bae96b69f043cba3c6c13/js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts#L65-L67,human,human,feat,"beforeEach(() => {
    memoryExporter.reset();
  })",2025-04-18,1.3086926762491444,1
Arize-ai/openinference,typescript,5207debc222937aa1a1bae96b69f043cba3c6c13,js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts,<anonymous>_67,after_each,68,70,3,,0,per_test,1,1,0,0,0,0,https://github.com/Arize-ai/openinference/blob/5207debc222937aa1a1bae96b69f043cba3c6c13/js/packages/openinference-instrumentation-openai/test/openai.responses.test.ts#L68-L70,human,human,feat,"afterEach(() => {
    jest.clearAllMocks();
  })",2025-04-18,1.3086926762491444,1
Arize-ai/openinference,typescript,a57348982d1d736b0174ebd36462802f896cd22a,js/packages/openinference-mastra/test/OpenInferenceTraceExporter.test.ts,<anonymous>_14,after_each,15,17,3,,0,per_test,1,1,0,0,0,0,https://github.com/Arize-ai/openinference/blob/a57348982d1d736b0174ebd36462802f896cd22a/js/packages/openinference-mastra/test/OpenInferenceTraceExporter.test.ts#L15-L17,human,human,feat,"afterEach(() => {
    vi.resetAllMocks();
  })",2025-05-22,1.4017796030116358,1
Arize-ai/openinference,typescript,e2110943991a540976457fde17657161e768676c,js/packages/openinference-instrumentation-langchain/test/langchainV2.test.ts,<anonymous>_783,before_all,784,786,3,,0,per_class,1,1,0,0,0,1,https://github.com/Arize-ai/openinference/blob/e2110943991a540976457fde17657161e768676c/js/packages/openinference-instrumentation-langchain/test/langchainV2.test.ts#L784-L786,human,human,feat,"beforeAll(() => {
      instrumentation.enable();
    })",2025-07-16,1.5523613963039014,1
Arize-ai/openinference,typescript,e2110943991a540976457fde17657161e768676c,js/packages/openinference-instrumentation-langchain/test/langchainV2.test.ts,<anonymous>_787,after_all,788,790,3,,0,per_class,1,1,0,0,0,0,https://github.com/Arize-ai/openinference/blob/e2110943991a540976457fde17657161e768676c/js/packages/openinference-instrumentation-langchain/test/langchainV2.test.ts#L788-L790,human,human,feat,"afterAll(() => {
      instrumentation.disable();
    })",2025-07-16,1.5523613963039014,1
