repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,is_complete_addition
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/admin/metrics/metrics.component.spec.ts,<anonymous>_13,before_each,14,21,8,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/admin/metrics/metrics.component.spec.ts#L14-L21,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [MetricsComponent],
      })
        .overrideTemplate(MetricsComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/admin/metrics/metrics.component.spec.ts,<anonymous>_22,before_each,23,27,5,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/admin/metrics/metrics.component.spec.ts#L23-L27,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(MetricsComponent);
      comp = fixture.componentInstance;
      service = fixture.debugElement.injector.get(MetricsService);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/admin/metrics/metrics.service.spec.ts,<anonymous>_11,before_each,12,18,7,,0,per_test,1,1,0,0,0,1,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/admin/metrics/metrics.service.spec.ts#L12-L18,human_pre2022,human,,"beforeEach(() => {
      TestBed.configureTestingModule({
        imports: [HttpClientTestingModule],
      });
      service = TestBed.get(MetricsService);
      httpMock = TestBed.get(HttpTestingController);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/admin/metrics/metrics.service.spec.ts,<anonymous>_19,after_each,20,22,3,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/admin/metrics/metrics.service.spec.ts#L20-L22,human_pre2022,human,,"afterEach(() => {
      httpMock.verify();
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/core/login/login-modal.service.spec.ts,<anonymous>_15,before_each,16,19,4,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/core/login/login-modal.service.spec.ts#L16-L19,human_pre2022,human,,"beforeEach(() => {
      service = TestBed.inject(LoginModalService);
      modalService = TestBed.inject(NgbModal);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/core/user/account.service.spec.ts,<anonymous>_34,before_each,35,55,20,,0,per_test,1,1,0,0,0,1,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/core/user/account.service.spec.ts#L35-L55,human_pre2022,human,,"beforeEach(() => {
      TestBed.configureTestingModule({
        imports: [HttpClientTestingModule, NgxWebstorageModule.forRoot()],
        providers: [
          JhiDateUtils,
          {
            provide: StateStorageService,
            useClass: MockStateStorageService,
          },
          {
            provide: Router,
            useClass: MockRouter,
          },
        ],
      });

      service = TestBed.get(AccountService);
      httpMock = TestBed.get(HttpTestingController);
      storageService = TestBed.get(StateStorageService);
      router = TestBed.get(Router);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/core/user/account.service.spec.ts,<anonymous>_56,after_each,57,59,3,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/core/user/account.service.spec.ts#L57-L59,human_pre2022,human,,"afterEach(() => {
      httpMock.verify();
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/home/home.component.spec.ts,<anonymous>_22,before_each,23,46,24,,0,per_test,1,1,0,0,1,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/home/home.component.spec.ts#L23-L46,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [HomeComponent],
        providers: [
          AccountService,
          JhiEventManager,
          {
            provide: LoginModalService,
            useValue: {
              open(): void {}
            }
          },
          EurekaStatusService,
          ApplicationsService,
          HealthService,
          LoginOAuth2Service,
          ProfileService,
          RefreshService
        ]
      })
        .overrideTemplate(HomeComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/home/home.component.spec.ts,<anonymous>_47,before_each,48,56,8,,0,per_test,1,1,0,1,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/home/home.component.spec.ts#L48-L56,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(HomeComponent);
      comp = fixture.componentInstance;
      accountService = fixture.debugElement.injector.get(AccountService);

      account = new Account(true, ['ROLE_ADMIN'], 'admin@admin.com', 'firstname', 'en', 'lastname', 'admin', '');
      spyOn(accountService, 'identity').and.returnValue(of(account));
      spyOn(accountService, 'isAuthenticated').and.returnValue(true);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/layouts/main/main.component.spec.ts,<anonymous>_17,before_each,18,26,9,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/layouts/main/main.component.spec.ts#L18-L26,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [MainComponent],
        providers: [Title]
      })
        .overrideTemplate(MainComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/layouts/main/main.component.spec.ts,<anonymous>_27,before_each,28,34,7,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/layouts/main/main.component.spec.ts#L28-L34,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(MainComponent);
      comp = fixture.componentInstance;
      router = TestBed.get(Router);
      router.setEvents(routerEventsSubject.asObservable());
      titleService = TestBed.get(Title);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/layouts/main/main.component.spec.ts,<anonymous>_42,before_each,43,48,6,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/layouts/main/main.component.spec.ts#L43-L48,human_pre2022,human,,"beforeEach(() => {
        routerState = { snapshot: { root: {} } };
        router.setRouterState(routerState);
        spyOn(titleService, 'setTitle');
        comp.ngOnInit();
      })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/registry/applications/applications.component.spec.ts,<anonymous>_13,before_each,14,22,9,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/registry/applications/applications.component.spec.ts#L14-L22,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [ApplicationsComponent],
        providers: [ApplicationsService, RefreshService]
      })
        .overrideTemplate(ApplicationsComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/registry/applications/applications.component.spec.ts,<anonymous>_23,before_each,24,27,4,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/registry/applications/applications.component.spec.ts#L24-L27,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(ApplicationsComponent);
      comp = fixture.componentInstance;
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/registry/history/history.component.spec.ts,<anonymous>_12,before_each,13,21,9,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/registry/history/history.component.spec.ts#L13-L21,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [HistoryComponent],
        providers: [HistoryService, RefreshService]
      })
        .overrideTemplate(HistoryComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/registry/history/history.component.spec.ts,<anonymous>_22,before_each,23,27,5,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/registry/history/history.component.spec.ts#L23-L27,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(HistoryComponent);
      comp = fixture.componentInstance;
      fixture.detectChanges();
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/alert/alert-error.component.spec.ts,<anonymous>_14,before_each,15,29,15,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/alert/alert-error.component.spec.ts#L15-L29,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [AlertErrorComponent],
        providers: [
          JhiEventManager,
          {
            provide: JhiAlertService,
            useClass: MockAlertService,
          },
        ],
      })
        .overrideTemplate(AlertErrorComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/alert/alert-error.component.spec.ts,<anonymous>_30,before_each,31,35,5,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/alert/alert-error.component.spec.ts#L31-L35,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(AlertErrorComponent);
      comp = fixture.componentInstance;
      eventManager = fixture.debugElement.injector.get(JhiEventManager);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/alert/alert.component.spec.ts,<anonymous>_12,before_each,13,20,8,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/alert/alert.component.spec.ts#L13-L20,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [AlertComponent],
      })
        .overrideTemplate(AlertComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/alert/alert.component.spec.ts,<anonymous>_21,before_each,22,26,5,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/alert/alert.component.spec.ts#L22-L26,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(AlertComponent);
      comp = fixture.componentInstance;
      alertService = TestBed.get(JhiAlertService);
    })",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/login/login.component.spec.ts,<anonymous>_23,before_each,24,38,15,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/login/login.component.spec.ts#L24-L38,human_pre2022,human,,"beforeEach(async(() => {
      TestBed.configureTestingModule({
        imports: [JHipsterRegistryTestModule],
        declarations: [LoginModalComponent],
        providers: [
          FormBuilder,
          {
            provide: LoginService,
            useClass: MockLoginService
          }
        ]
      })
        .overrideTemplate(LoginModalComponent, '')
        .compileComponents();
    }))",1
jhipster/jhipster-registry,typescript,dc0cb6bfaaca32c772f288afaa23ef6f4faae27f,src/test/javascript/spec/app/shared/login/login.component.spec.ts,<anonymous>_39,before_each,40,47,8,,0,per_test,1,1,0,0,0,0,https://github.com/jhipster/jhipster-registry/blob/dc0cb6bfaaca32c772f288afaa23ef6f4faae27f/src/test/javascript/spec/app/shared/login/login.component.spec.ts#L40-L47,human_pre2022,human,,"beforeEach(() => {
      fixture = TestBed.createComponent(LoginModalComponent);
      comp = fixture.componentInstance;
      mockLoginService = TestBed.get(LoginService);
      mockRouter = TestBed.get(Router);
      mockActiveModal = TestBed.get(NgbActiveModal);
      mockStateStorageService = TestBed.get(StateStorageService);
    })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/add.android.spec.ts,<anonymous>_15,before_all,16,26,11,,0,per_class,1,1,0,1,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/add.android.spec.ts#L16-L26,human_pre2022,human,,"beforeAll(async () => {
      // These commands are slowww...
      jest.setTimeout(150000);
      appDirObj = await makeAppDir(monoRepoLike);
      const appDir = appDirObj.appDir;
      // Init in this directory so we can test add
      await run(appDir, `init ""${APP_NAME}"" ""${APP_ID}""`);
      await installPlatform(appDir, 'android');
      await run(appDir, `add android`);
      FS = new MappedFS(appDir);
    })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/add.android.spec.ts,<anonymous>_27,after_all,28,30,3,,0,per_class,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/add.android.spec.ts#L28-L30,human_pre2022,human,,"afterAll(() => {
      appDirObj.cleanupCallback();
    })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/add.ios.spec.ts,<anonymous>_13,before_all,14,24,11,,0,per_class,1,1,0,1,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/add.ios.spec.ts#L14-L24,human_pre2022,human,,"beforeAll(async () => {
    // These commands are slowww...
    jest.setTimeout(150000);
    appDirObj = await makeAppDir(monoRepoLike);
    const appDir = appDirObj.appDir;
    // Init in this directory so we can test add
    await run(appDir, `init ""${APP_NAME}"" ""${APP_ID}""`);
    await installPlatform(appDir, 'ios');
    await run(appDir, `add ios`);
    FS = new MappedFS(appDir);
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/add.ios.spec.ts,<anonymous>_25,after_all,26,28,3,,0,per_class,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/add.ios.spec.ts#L26-L28,human_pre2022,human,,"afterAll(() => {
    appDirObj.cleanupCallback();
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/init.spec.ts,<anonymous>_11,before_all,12,20,9,,0,per_class,1,1,0,1,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/init.spec.ts#L12-L20,human_pre2022,human,,"beforeAll(async () => {
    // These commands are slowww...
    jest.setTimeout(150000);
    appDirObj = await mktmp();
    tmpDir = appDirObj.path;
    appDir = join(tmpDir, 'test-app');
    await mkdir(appDir);
    FS = new MappedFS(appDir);
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/init.spec.ts,<anonymous>_21,after_all,22,24,3,,0,per_class,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/init.spec.ts#L22-L24,human_pre2022,human,,"afterAll(() => {
    appDirObj.cleanupCallback();
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/update.android.spec.ts,<anonymous>_17,before_all,18,28,11,,0,per_class,1,1,0,1,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/update.android.spec.ts#L18-L28,human_pre2022,human,,"beforeAll(async () => {
      // These commands are slowww...
      jest.setTimeout(150000);
      appDirObj = await makeAppDir(monoRepoLike);
      appDir = appDirObj.appDir;
      // Init in this directory so we can test add
      await run(appDir, `init ""${APP_NAME}"" ""${APP_ID}""`);
      await installPlatform(appDir, 'android');
      await run(appDir, `add android`);
      FS = new MappedFS(appDir);
    })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/update.android.spec.ts,<anonymous>_29,after_all,30,32,3,,0,per_class,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/update.android.spec.ts#L30-L32,human_pre2022,human,,"afterAll(() => {
      //appDirObj.cleanupCallback();
    })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/update.ios.spec.ts,<anonymous>_15,before_all,16,26,11,,0,per_class,1,1,0,1,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/update.ios.spec.ts#L16-L26,human_pre2022,human,,"beforeAll(async () => {
    // These commands are slowww...
    jest.setTimeout(150000);
    appDirObj = await makeAppDir(monoRepoLike);
    appDir = appDirObj.appDir;
    // Init in this directory so we can test add
    await run(appDir, `init ""${APP_NAME}"" ""${APP_ID}""`);
    await installPlatform(appDir, 'ios');
    await run(appDir, `add ios`);
    FS = new MappedFS(appDir);
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,cli/test/update.ios.spec.ts,<anonymous>_27,after_all,28,30,3,,0,per_class,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/cli/test/update.ios.spec.ts#L28-L30,human_pre2022,human,,"afterAll(() => {
    //appDirObj.cleanupCallback();
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,core/src/tests/bridge.spec.ts,<anonymous>_11,before_each,12,14,3,,0,per_test,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/core/src/tests/bridge.spec.ts#L12-L14,human_pre2022,human,,"beforeEach(() => {
    win = {};
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,core/src/tests/convert-file-src.spec.ts,<anonymous>_12,before_each,13,15,3,,0,per_test,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/core/src/tests/convert-file-src.spec.ts#L13-L15,human_pre2022,human,,"beforeEach(() => {
    cap = createCapacitor(win);
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,core/src/tests/events.spec.ts,<anonymous>_10,before_each,11,26,16,,0,per_test,1,1,0,0,0,0,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/core/src/tests/events.spec.ts#L11-L26,human_pre2022,human,,"beforeEach(() => {
    win = {
      document: {
        createEvent() {
          return {
            initEvent() {
              return true;
            },
          };
        },
        dispatchEvent() {
          return true;
        },
      },
    };
  })",1
ionic-team/capacitor,typescript,4a2192db2f8b36d68bfc8821d1bf64327563960a,core/src/tests/legacy.spec.ts,<anonymous>_15,before_all,16,18,3,,0,per_class,1,1,0,0,0,1,https://github.com/ionic-team/capacitor/blob/4a2192db2f8b36d68bfc8821d1bf64327563960a/core/src/tests/legacy.spec.ts#L16-L18,human_pre2022,human,,"beforeAll(() => {
    console.warn = noop;
  })",1
