repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,is_complete_addition
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,cueadmin/tests/common_tests.py,setUp,unittest_setup,51,52,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/cueadmin/tests/common_tests.py#L51-L52,human_pre2022,human,,"def setUp(self):
        self.parser = cueadmin.common.getParser()",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,cuegui/tests/FrameMonitorTree_tests.py,setUp,unittest_setup,137,156,17,unittest,0,per_test,1,1,0,7,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/cuegui/tests/FrameMonitorTree_tests.py#L137-L156,human_pre2022,human,,"def setUp(self):
        self.host_name = 'arbitrary-hostname'
        self.dispatch_order = 285
        self.state = opencue.compiled_proto.job_pb2.RUNNING

        self.frame = opencue.wrappers.frame.Frame(
            opencue.compiled_proto.job_pb2.Frame(
                name='frame1',
                last_resource='{}/foo'.format(self.host_name),
                dispatch_order=self.dispatch_order,
                state=self.state,
                checkpoint_state=opencue.compiled_proto.job_pb2.ENABLED))

        # The widget needs a var, otherwise it gets garbage-collected before tests can run.
        parentWidget = PySide2.QtWidgets.QWidget()

        self.frameWidgetItem = cuegui.FrameMonitorTree.FrameWidgetItem(
            self.frame,
            cuegui.FrameMonitorTree.FrameMonitorTree(parentWidget),
            opencue.wrappers.job.Job(opencue.compiled_proto.job_pb2.Job(id='unused-job-id')))",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,cuegui/tests/plugins/LogViewPlugin_tests.py,setUp,unittest_setup,52,65,13,unittest,0,per_test,1,1,0,3,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/cuegui/tests/plugins/LogViewPlugin_tests.py#L52-L65,human_pre2022,human,,"def setUp(self):
        self.setUpPyfakefs()
        paletteFile = os.path.join(os.path.dirname(cuegui.__file__), 'config', 'darkpalette.qss')
        self.fs.add_real_file(paletteFile, read_only=True)
        self.logPath1 = '/some/log/file'
        self.logPath2 = '/another/different/log/somewhere/else'
        self.log1 = self.fs.create_file(self.logPath1, contents=_LOG_TEXT_1)
        self.fs.create_file(self.logPath2, contents=_LOG_TEXT_2)

        test_utils.createApplication()
        PySide2.QtGui.qApp.settings = PySide2.QtCore.QSettings()
        cuegui.Style.init()
        self.parentWidget = PySide2.QtWidgets.QMainWindow()
        self.logViewPlugin = cuegui.plugins.LogViewPlugin.LogViewPlugin(self.parentWidget)",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pycue/tests/api_test.py,setUp,unittest_setup,359,362,4,unittest,0,per_test,1,1,0,1,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pycue/tests/api_test.py#L359-L362,human_pre2022,human,,"def setUp(self):
        self.service = service_pb2.Service(
                name=self.testName, threadable=self.testThreadable, min_cores=self.testMinCores,
                max_cores=self.testMaxCores, tags=self.testTags)",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pycue/tests/wrappers/util_test.py,setUp,unittest_setup,38,40,3,unittest,0,per_test,1,1,0,0,1,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pycue/tests/wrappers/util_test.py#L38-L40,human_pre2022,human,,"def setUp(self):
        os.environ['TZ'] = 'Europe/London'
        time.tzset()",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/backend/cue_test.py,setUp,unittest_setup,90,96,7,unittest,0,per_test,1,1,0,1,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/backend/cue_test.py#L90-L96,human_pre2022,human,,"def setUp(self):
        path = os.path.join(SCRIPTS_DIR, 'shell.outline')
        outline.config.set('outline', 'home', '')
        outline.config.set('outline', 'user_dir', '')
        self.ol = outline.load_outline(path)
        self.launcher = outline.cuerun.OutlineLauncher(self.ol, user=TEST_USER)
        self.layer = self.ol.get_layer('cmd')",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/backend/cue_test.py,setUp,unittest_setup,143,145,3,unittest,0,per_test,1,1,0,0,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/backend/cue_test.py#L143-L145,human_pre2022,human,,"def setUp(self):
        self.job_wait_period_original = outline.backend.cue.JOB_WAIT_PERIOD_SEC
        outline.backend.cue.JOB_WAIT_PERIOD_SEC = .1",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/backend/cue_test.py,tearDown,unittest_setup,147,148,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/backend/cue_test.py#L147-L148,human_pre2022,human,,"def tearDown(self):
        outline.backend.cue.JOB_WAIT_PERIOD_SEC = self.job_wait_period_original",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/backend/local_test.py,setUp,unittest_setup,34,40,7,unittest,0,per_test,1,1,0,1,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/backend/local_test.py#L34-L40,human_pre2022,human,,"def setUp(self):
        path = os.path.join(SCRIPTS_DIR, 'shell.outline')
        outline.config.set('outline', 'home', '')
        outline.config.set('outline', 'user_dir', '')
        self.ol = outline.load_outline(path)
        self.launcher = outline.cuerun.OutlineLauncher(self.ol)
        self.layer = self.ol.get_layer('cmd')",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/backend/local_test.py,setUp,unittest_setup,56,59,4,unittest,0,per_test,1,1,0,1,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/backend/local_test.py#L56-L59,human_pre2022,human,,"def setUp(self):
        path = os.path.join(SCRIPTS_DIR, 'shell.outline')
        self.ol = outline.load_outline(path)
        self.launcher = outline.cuerun.OutlineLauncher(self.ol)",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/depend_test.py,setUp,unittest_setup,32,33,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/depend_test.py#L32-L33,human_pre2022,human,,"def setUp(self):
        outline.Outline.current = None",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,setUp,unittest_setup,45,54,8,unittest,0,per_test,1,1,0,5,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L45-L54,human_pre2022,human,,"def setUp(self):
        self.ol = outline.Outline()
        self.layer = outline.Layer(""composite"")
        self.ol.add_layer(self.layer)

        self.layer.add_child(Shell(""blah1"", command=[""ls"",""-l""]))
        self.layer.add_child(Shell(""blah2"", command=[""ls"",""-1""]))
        self.layer.add_child(Shell(""blah3"", command=[""ls""]))

        self.event = self.ol.get_layer(""composite"")",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,setUp,unittest_setup,74,79,5,unittest,0,per_test,1,1,0,0,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L74-L79,human_pre2022,human,,"def setUp(self):
        self.ol = outline.load_outline(os.path.join(SCRIPTS_DIR, 'shell.outline'))
        self.ol.set_frame_range(""1-10"")

        self.event = self.ol.get_layer(""cmd"")
        self.event.set_chunk_size(5)",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,setUp,unittest_setup,100,101,2,unittest,0,per_test,1,1,0,0,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L100-L101,human_pre2022,human,,"def setUp(self):
        self.ol = outline.load_outline(os.path.join(SCRIPTS_DIR, 'shell.outline'))",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,setUp,unittest_setup,146,157,12,unittest,0,per_test,1,1,0,0,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L146-L157,human_pre2022,human,,"def setUp(self):
        """"""Setup a basis event from a preset outline file.""""""
        outline.config.add_section('Shell')
        outline.config.set('Shell', 'foo', 'bar')
        path = os.path.join(SCRIPTS_DIR, 'shell.outline')
        self.ol = outline.load_outline(path)
        self.ol.set_frame_range('1-10')
        self.ol.set_env('cue_test_01', 'foo')
        self.ol.set_env('cue_test_02', 'bar')
        self.layer = self.ol.get_layer('cmd')
        self.layer.set_env('cue_layer_01', 'layer-env-a')
        self.layer.set_env('cue_layer_02', 'layer-env-b')",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,tearDown,unittest_setup,159,160,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L159-L160,human_pre2022,human,,"def tearDown(self):
        outline.config.remove_section('Shell')",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/layer_test.py,setUp,unittest_setup,363,364,2,unittest,0,per_test,1,1,0,0,0,1,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/layer_test.py#L363-L364,human_pre2022,human,,"def setUp(self):
        outline.Outline.current = None",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/loader_test.py,setUp,unittest_setup,83,84,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/loader_test.py#L83-L84,human_pre2022,human,,"def setUp(self):
        self.path = os.path.join(SCRIPTS_DIR, 'shell.outline')",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/modules/shell_test.py,setUp,unittest_setup,39,40,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/modules/shell_test.py#L39-L40,human_pre2022,human,,"def setUp(self):
        outline.Outline.current = None",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,pyoutline/tests/session_test.py,setUp,unittest_setup,33,38,6,unittest,0,per_test,1,1,0,0,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/pyoutline/tests/session_test.py#L33-L38,human_pre2022,human,,"def setUp(self):
        self.script_path = os.path.join(SCRIPTS_DIR, 'shell.outline')
        self.ol = outline.load_outline(self.script_path)
        self.ol.set_frame_range(""1-10"")
        self.ol.setup()
        self.session  = self.ol.get_session()",1
academysoftwarefoundation/opencue,python,f160bfd9f867788e66c8d6ebc5442d89af586a92,rqd/tests/rqcore_tests.py,setUp,unittest_setup,44,48,5,unittest,0,per_test,1,1,3,1,0,0,https://github.com/academysoftwarefoundation/opencue/blob/f160bfd9f867788e66c8d6ebc5442d89af586a92/rqd/tests/rqcore_tests.py#L44-L48,human_pre2022,human,,"def setUp(self, machineMock, networkMock, nimbyMock):
        self.machineMock = machineMock
        self.networkMock = networkMock
        self.nimbyMock = nimbyMock
        self.rqcore = rqd.rqcore.RqCore()",1
