repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,reuse_count,has_teardown_pair,github_url,agent_type,commit_kind,is_complete_addition
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/algorithms/test_base.py,alg,pytest_decorator,6,8,2,pytest,0,per_test,1,2,0,1,0,6,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/algorithms/test_base.py#L6-L8,human_pre2022,human,1
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/test_jws.py,payload,pytest_decorator,18,21,3,pytest,0,per_test,1,2,0,0,0,16,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/test_jws.py#L18-L21,human_pre2022,human,1
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/test_jws.py,jwk_set,pytest_decorator,213,232,19,pytest,0,per_test,1,2,0,0,0,2,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/test_jws.py#L213-L232,human_pre2022,human,1
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/test_jwt.py,claims,pytest_decorator,15,20,5,pytest,0,per_test,1,2,0,0,0,16,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/test_jwt.py#L15-L20,human_pre2022,human,1
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/test_jwt.py,key,pytest_decorator,23,25,2,pytest,0,per_test,1,2,0,0,0,46,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/test_jwt.py#L23-L25,human_pre2022,human,1
mpdavis/python-jose,python,39262fa183219946da97190c7f27353314c19ba3,tests/test_jwt.py,headers,pytest_decorator,28,33,5,pytest,0,per_test,1,2,0,0,0,2,0,https://github.com/mpdavis/python-jose/blob/39262fa183219946da97190c7f27353314c19ba3/tests/test_jwt.py#L28-L33,human_pre2022,human,1
tensorflow/model-optimization,python,0da7a4e40fd3802fae00097c723f306a0037441f,tensorflow_model_optimization/python/core/clustering/keras/cluster_distributed_test.py,setUp,unittest_setup,39,44,6,unittest,0,per_test,1,2,1,0,0,0,0,https://github.com/tensorflow/model-optimization/blob/0da7a4e40fd3802fae00097c723f306a0037441f/tensorflow_model_optimization/python/core/clustering/keras/cluster_distributed_test.py#L39-L44,human_pre2022,human,1
tensorflow/model-optimization,python,0da7a4e40fd3802fae00097c723f306a0037441f,tensorflow_model_optimization/python/core/clustering/keras/cluster_integration_test.py,setUp,unittest_setup,39,61,20,unittest,0,per_test,1,2,1,0,0,0,0,https://github.com/tensorflow/model-optimization/blob/0da7a4e40fd3802fae00097c723f306a0037441f/tensorflow_model_optimization/python/core/clustering/keras/cluster_integration_test.py#L39-L61,human_pre2022,human,1
tensorflow/model-optimization,python,0da7a4e40fd3802fae00097c723f306a0037441f,tensorflow_model_optimization/python/core/clustering/keras/cluster_test.py,setUp,unittest_setup,60,83,21,unittest,0,per_test,1,2,1,7,0,0,0,https://github.com/tensorflow/model-optimization/blob/0da7a4e40fd3802fae00097c723f306a0037441f/tensorflow_model_optimization/python/core/clustering/keras/cluster_test.py#L60-L83,human_pre2022,human,1
tensorflow/model-optimization,python,0da7a4e40fd3802fae00097c723f306a0037441f,tensorflow_model_optimization/python/core/clustering/keras/clustering_centroids_test.py,setUp,unittest_setup,36,37,2,unittest,0,per_test,1,2,1,0,0,0,0,https://github.com/tensorflow/model-optimization/blob/0da7a4e40fd3802fae00097c723f306a0037441f/tensorflow_model_optimization/python/core/clustering/keras/clustering_centroids_test.py#L36-L37,human_pre2022,human,1
